oras,denumire,categorie,rating_general,nr_recenzii,pret_categorie,sezon,tip_calatorie,durata_minima,cuvinte_cheie
Cluj-Napoca,Zina,Cultural,4.9,737,Mic,Oricând,Relaxare,2,"['cultură', 'arte', 'expoziție', 'festival', 'evenimente culturale', 'muzică', 'dans']"
Cluj-Napoca,Monument to the signers of the Memorandum,Historic,4.6,1118,Mic,Rece,Circuit,5,"['istoric', 'cultură', 'evenimente istorice', 'istorie']"
Cluj-Napoca,Cinema Arta,Cultural,3.7,2565,Mic,Rece,Circuit,5,"['cultură', 'arte', 'expoziție', 'festival', 'evenimente culturale', 'muzică', 'dans']"
Cluj-Napoca,Imre Mikó,Cemeteries,4.8,2200,Mediu,Oricând,Relaxare,2,"['cemetery', 'mormânt', 'istorie', 'cultură', 'spiritualitate']"
Cluj-Napoca,Jósika crypt,Cemeteries,4.8,2505,Mic,Rece,Relaxare,2,"['cemetery', 'mormânt', 'istorie', 'cultură', 'spiritualitate']"
Cluj-Napoca,Cinematograful Arte,Cinemas,4.8,51,Mic,Oricând,Circuit,5,"['cinema', 'film', 'sală de cinema', 'evenimente cinematografice']"
Cluj-Napoca,Béldi crypt,Cemeteries,4.0,2104,Mediu,Oricând,Relaxare,2,"['cemetery', 'mormânt', 'istorie', 'cultură', 'spiritualitate']"
Cluj-Napoca,Capela Sf Ieremia,Religion,4.6,986,Mediu,Cald,Relaxare,2,"['religios', 'spiritual', 'biserică', 'mănăstire', 'credință']"
Cluj-Napoca,Alexandru Ioan Cuza,Historic,4.7,2804,Mediu,Oricând,Circuit,5,"['istoric', 'cultură', 'evenimente istorice', 'istorie']"
Cluj-Napoca,Biserica Creștină Penticostală,Religion,3.8,930,Mic,Cald,Relaxare,2,"['religios', 'spiritual', 'biserică', 'mănăstire', 'credință']"
Cluj-Napoca,"Sebestyén Palace, Cluj-Napoca",Historic architecture,5.0,1381,Mediu,Oricând,City Break,1,"['clădiri vechi', 'monumente istorice', 'istorie', 'patrimoniu']"
Cluj-Napoca,Vestigii Romane,Historic,3.8,72,Mic,Cald,Circuit,5,"['istoric', 'cultură', 'evenimente istorice', 'istorie']"
Cluj-Napoca,Institutul Teologic Protestant,Religion,4.2,1532,Mic,Cald,City Break,1,"['religios', 'spiritual', 'biserică', 'mănăstire', 'credință']"
Cluj-Napoca,Ruine Vechi,Architecture,4.4,316,Mic,Oricând,City Break,1,"['arhitectură', 'design', 'clădiri', 'structuri', 'construcții']"
Cluj-Napoca,Cluj-Napoca Bánffy Palace,Cultural,4.2,1122,Mediu,Rece,Relaxare,2,"['cultură', 'arte', 'expoziție', 'festival', 'evenimente culturale', 'muzică', 'dans']"
Cluj-Napoca,House of Religious Freedom,Historic architecture,5.0,1979,Mediu,Oricând,City Break,1,"['clădiri vechi', 'monumente istorice', 'istorie', 'patrimoniu']"
Cluj-Napoca,John Sigismund Unitarian Academy,Architecture,3.7,2768,Mediu,Oricând,City Break,1,"['arhitectură', 'design', 'clădiri', 'structuri', 'construcții']"
Cluj-Napoca,"Reformed Church of the Lower Town, Cluj-Napoca",Religion,4.7,2000,Mic,Cald,Relaxare,2,"['religios', 'spiritual', 'biserică', 'mănăstire', 'credință']"
Cluj-Napoca,Palatele Status-ului romano-catolic,Historic architecture,3.7,127,Mediu,Oricând,City Break,1,"['clădiri vechi', 'monumente istorice', 'istorie', 'patrimoniu']"
Cluj-Napoca,Stâlpi Împușcați,Historic,4.7,1167,Mediu,Oricând,Circuit,5,"['istoric', 'cultură', 'evenimente istorice', 'istorie']"
Cluj-Napoca,David Ferenc (1520?-1579),Historic,3.9,1145,Mic,Oricând,Circuit,5,"['istoric', 'cultură', 'evenimente istorice', 'istorie']"
Cluj-Napoca,Statue of Matthias Corvinus,Historic,4.4,1720,Mediu,Rece,Circuit,5,"['istoric', 'cultură', 'evenimente istorice', 'istorie']"
Cluj-Napoca,Statuie Matei Corvin,Historic,4.8,2600,Mic,Rece,Circuit,5,"['istoric', 'cultură', 'evenimente istorice', 'istorie']"
Timisoara,Biciclete,Cultural,3.9,737,Mic,Cald,Relaxare,2,"['cultură', 'arte', 'expoziție', 'festival', 'evenimente culturale', 'muzică', 'dans']"
Timisoara,"Romanian National Opera, Timișoara",Cultural,3.5,2239,Mic,Rece,Circuit,5,"['cultură', 'arte', 'expoziție', 'festival', 'evenimente culturale', 'muzică', 'dans']"
Timisoara,Palace of Culture in Timisoara,Theatres and entertainments,3.6,882,Mic,Rece,City Break,1,"['teatru', 'spectacol', 'muzică', 'dans', 'entertainment', 'divertisment', 'cultură']"
Timisoara,German State Theatre in Timișoara,Cultural,4.4,569,Mediu,Oricând,City Break,1,"['cultură', 'arte', 'expoziție', 'festival', 'evenimente culturale', 'muzică', 'dans']"
Timisoara,Teatrul German de Stat,Cultural,4.1,2449,Mediu,Cald,Circuit,5,"['cultură', 'arte', 'expoziție', 'festival', 'evenimente culturale', 'muzică', 'dans']"
Timisoara,Teatrul Maghiar de Stat Csiky Gergely,Cultural,4.1,2240,Mic,Oricând,Relaxare,2,"['cultură', 'arte', 'expoziție', 'festival', 'evenimente culturale', 'muzică', 'dans']"
Timisoara,Fântâna cu pești,Fountains,4.9,858,Mediu,Oricând,Circuit,5,"['fântână', 'apă', 'fontană', 'loc de relaxare', 'jocuri de apă']"
Timisoara,Hunyadi Castle,Fortifications,3.7,303,Mic,Oricând,Circuit,5,"['fortificație', 'castel', 'cetate']"
Timisoara,Museum of Banat,Cultural,4.3,2562,Mic,Oricând,Circuit,5,"['cultură', 'arte', 'expoziție', 'festival', 'evenimente culturale', 'muzică', 'dans']"
Timisoara,"Banat Museum, Natural Sciences Department",Cultural,4.7,1859,Mic,Oricând,City Break,1,"['cultură', 'arte', 'expoziție', 'festival', 'evenimente culturale', 'muzică', 'dans']"
Timisoara,Cinema Studio,Cultural,4.1,867,Mediu,Oricând,Relaxare,2,"['cultură', 'arte', 'expoziție', 'festival', 'evenimente culturale', 'muzică', 'dans']"
Timisoara,Lupoaica,Cultural,4.1,702,Mediu,Rece,City Break,1,"['cultură', 'arte', 'expoziție', 'festival', 'evenimente culturale', 'muzică', 'dans']"
Timisoara,Capitoline Wolf in Timișoara,Historic,4.7,1986,Mediu,Cald,Circuit,5,"['istoric', 'cultură', 'evenimente istorice', 'istorie']"
Timisoara,"Dauerbach Palace, Timișoara",Palaces,4.7,2293,Mic,Cald,City Break,1,"['palat', 'monarhie', 'regal', 'eleganță', 'lux']"
Timisoara,"Interwar urban ensemble ""Corso"" in Timişoara",Historic architecture,4.5,1388,Mic,Oricând,City Break,1,"['clădiri vechi', 'monumente istorice', 'istorie', 'patrimoniu']"
Timisoara,Martirii,Historic,4.2,435,Mediu,Oricând,Circuit,5,"['istoric', 'cultură', 'evenimente istorice', 'istorie']"
Timisoara,"House with Atlantes, Timișoara",Historic architecture,3.7,2296,Mic,Oricând,City Break,1,"['clădiri vechi', 'monumente istorice', 'istorie', 'patrimoniu']"
Timisoara,Fabric,Historic,4.2,1102,Mic,Rece,Circuit,5,"['istoric', 'cultură', 'evenimente istorice', 'istorie']"
Timisoara,Regele Ferdinand I,Cultural,4.2,505,Mediu,Oricând,Circuit,5,"['cultură', 'arte', 'expoziție', 'festival', 'evenimente culturale', 'muzică', 'dans']"
Timisoara,Regina Maria a României,Cultural,3.9,1651,Mediu,Cald,Circuit,5,"['cultură', 'arte', 'expoziție', 'festival', 'evenimente culturale', 'muzică', 'dans']"
Timisoara,Comenduirea Garnizoanei,Cultural,4.2,81,Mediu,Cald,Relaxare,2,"['cultură', 'arte', 'expoziție', 'festival', 'evenimente culturale', 'muzică', 'dans']"
Timisoara,Muzeul Militar din Timișoara,Museums,4.3,2635,Mediu,Oricând,City Break,1,"['muzeu', 'expoziție', 'artă', 'istorie', 'cultură']"
Timisoara,Decebalus per Scorilo,Cultural,4.8,2440,Mic,Cald,Circuit,5,"['cultură', 'arte', 'expoziție', 'festival', 'evenimente culturale', 'muzică', 'dans']"
Timisoara,"Urban ensemble VII, Timișoara",Historic architecture,4.5,1514,Mic,Oricând,City Break,1,"['clădiri vechi', 'monumente istorice', 'istorie', 'patrimoniu']"
Timisoara,Saint Catherine of Alexandria Church in Timișoara,Religion,3.5,2009,Mediu,Cald,Circuit,5,"['religios', 'spiritual', 'biserică', 'mănăstire', 'credință']"
Timisoara,Helios,Cultural,4.0,2285,Mic,Oricând,Circuit,5,"['cultură', 'arte', 'expoziție', 'festival', 'evenimente culturale', 'muzică', 'dans']"
Timisoara,Emanoil Ungureanu,Historic,4.2,1510,Mediu,Oricând,Circuit,5,"['istoric', 'cultură', 'evenimente istorice', 'istorie']"
Timisoara,Military Traditions Hall,Cultural,4.2,1590,Mediu,Rece,Relaxare,2,"['cultură', 'arte', 'expoziție', 'festival', 'evenimente culturale', 'muzică', 'dans']"
Timisoara,Biserica Mizercordienilor,Religion,4.8,188,Mediu,Cald,Circuit,5,"['religios', 'spiritual', 'biserică', 'mănăstire', 'credință']"
Timisoara,Military Casino of Timișoara,Historic architecture,4.5,1022,Mic,Oricând,City Break,1,"['clădiri vechi', 'monumente istorice', 'istorie', 'patrimoniu']"
Timisoara,"Urban Ensemble II, Timișoara",Historic architecture,4.6,1482,Mic,Oricând,City Break,1,"['clădiri vechi', 'monumente istorice', 'istorie', 'patrimoniu']"
Timisoara,Spitalul Mizericordienilor din Timișoara,Historic architecture,4.9,1736,Mic,Oricând,City Break,1,"['clădiri vechi', 'monumente istorice', 'istorie', 'patrimoniu']"
Timisoara,Virgin Mary & St John of Nepomuk Monument in Timișoara,Historic architecture,4.3,2167,Mediu,Oricând,City Break,1,"['clădiri vechi', 'monumente istorice', 'istorie', 'patrimoniu']"
Timisoara,"St. Mary and St. John of Nepomuk Monument, Timişoara",Historic,3.5,2965,Mic,Rece,Circuit,5,"['istoric', 'cultură', 'evenimente istorice', 'istorie']"
Timisoara,Monumentul Revoluției,Historic,4.0,1703,Mic,Rece,Circuit,5,"['istoric', 'cultură', 'evenimente istorice', 'istorie']"
Timisoara,Colegiul Tehnic Emanoil Ungureanu,Architecture,5.0,2951,Mic,Oricând,City Break,1,"['arhitectură', 'design', 'clădiri', 'structuri', 'construcții']"
Timisoara,Biserica Înălțarea Sfintei Cruci,Religion,4.8,152,Mic,Oricând,Circuit,5,"['religios', 'spiritual', 'biserică', 'mănăstire', 'credință']"
Timisoara,Cinema Timiș,Cultural,3.8,658,Mic,Rece,Circuit,5,"['cultură', 'arte', 'expoziție', 'festival', 'evenimente culturale', 'muzică', 'dans']"
Timisoara,"Piarist High School, Timişoara",Religion,4.4,1057,Mic,Cald,City Break,1,"['religios', 'spiritual', 'biserică', 'mănăstire', 'credință']"
Timisoara,Old City Hall of Timișoara,Historic architecture,3.7,600,Mediu,Oricând,City Break,1,"['clădiri vechi', 'monumente istorice', 'istorie', 'patrimoniu']"
Timisoara,Sinagoga din Cetate,Religion,4.9,2823,Mediu,Oricând,City Break,1,"['religios', 'spiritual', 'biserică', 'mănăstire', 'credință']"
Timisoara,Claustrul mănăstirii Franciscanilor din Timișoara,Historic architecture,3.8,1916,Mic,Oricând,City Break,1,"['clădiri vechi', 'monumente istorice', 'istorie', 'patrimoniu']"
Timisoara,"Piarist High School, Timișoara",Historic architecture,4.8,695,Mic,Oricând,City Break,1,"['clădiri vechi', 'monumente istorice', 'istorie', 'patrimoniu']"
Timisoara,Statuia Sf. Gheorghe,Cultural,3.5,2133,Mic,Cald,Relaxare,2,"['cultură', 'arte', 'expoziție', 'festival', 'evenimente culturale', 'muzică', 'dans']"
Timisoara,Moschee turcească,Historic,4.5,1051,Mic,Oricând,Circuit,5,"['istoric', 'cultură', 'evenimente istorice', 'istorie']"
Timisoara,Sailer,Historic,4.5,2979,Mediu,Oricând,Circuit,5,"['istoric', 'cultură', 'evenimente istorice', 'istorie']"
Timisoara,Mihai Eminescu,Cultural,4.8,1310,Mic,Cald,Relaxare,2,"['cultură', 'arte', 'expoziție', 'festival', 'evenimente culturale', 'muzică', 'dans']"
Timisoara,Bastion,Architecture,4.1,1045,Mic,Oricând,City Break,1,"['arhitectură', 'design', 'clădiri', 'structuri', 'construcții']"
Timisoara,Nedelkovich House in Timișoara,Historic architecture,4.0,2804,Mic,Oricând,City Break,1,"['clădiri vechi', 'monumente istorice', 'istorie', 'patrimoniu']"
Timisoara,Sever Bocu,Cultural,3.7,310,Mic,Oricând,Circuit,5,"['cultură', 'arte', 'expoziție', 'festival', 'evenimente culturale', 'muzică', 'dans']"
Timisoara,Stan Vidrighin,Cultural,4.4,1409,Mic,Cald,Circuit,5,"['cultură', 'arte', 'expoziție', 'festival', 'evenimente culturale', 'muzică', 'dans']"
Timisoara,Banatul Philarmonic,Cultural,4.5,1580,Mediu,Oricând,Relaxare,2,"['cultură', 'arte', 'expoziție', 'festival', 'evenimente culturale', 'muzică', 'dans']"
Timisoara,Aurel Cosma,Cultural,4.9,2067,Mic,Oricând,Relaxare,2,"['cultură', 'arte', 'expoziție', 'festival', 'evenimente culturale', 'muzică', 'dans']"
Timisoara,Spitalul Militar din Timișoara,Historic architecture,3.5,1789,Mic,Oricând,City Break,1,"['clădiri vechi', 'monumente istorice', 'istorie', 'patrimoniu']"
Timisoara,Mitropolitan Orthodox Cathedral,Religion,4.5,241,Mediu,Oricând,Relaxare,2,"['religios', 'spiritual', 'biserică', 'mănăstire', 'credință']"
Timisoara,Banat Orthodox Metropolitan Museum Collection,Cultural,3.7,332,Mic,Cald,Relaxare,2,"['cultură', 'arte', 'expoziție', 'festival', 'evenimente culturale', 'muzică', 'dans']"
Timisoara,Carol Küttel,Cultural,3.8,1224,Mic,Cald,Circuit,5,"['cultură', 'arte', 'expoziție', 'festival', 'evenimente culturale', 'muzică', 'dans']"
Timisoara,János Török,Cultural,3.6,2652,Mic,Oricând,Circuit,5,"['cultură', 'arte', 'expoziție', 'festival', 'evenimente culturale', 'muzică', 'dans']"
Timisoara,Eugeniu de Savoya,Cultural,4.5,580,Mediu,Oricând,City Break,1,"['cultură', 'arte', 'expoziție', 'festival', 'evenimente culturale', 'muzică', 'dans']"
Timisoara,Béla Bartók,Cultural,4.8,2606,Mic,Rece,Circuit,5,"['cultură', 'arte', 'expoziție', 'festival', 'evenimente culturale', 'muzică', 'dans']"
Timisoara,Claudius Florimund Mercy,Cultural,4.1,1259,Mediu,Rece,Relaxare,2,"['cultură', 'arte', 'expoziție', 'festival', 'evenimente culturale', 'muzică', 'dans']"
Timisoara,Ion C. Brătianu,Cultural,4.0,917,Mic,Rece,Circuit,5,"['cultură', 'arte', 'expoziție', 'festival', 'evenimente culturale', 'muzică', 'dans']"
Timisoara,Virgil Birou,Cultural,3.9,174,Mediu,Rece,City Break,1,"['cultură', 'arte', 'expoziție', 'festival', 'evenimente culturale', 'muzică', 'dans']"
Timisoara,Carol Telbisz,Cultural,4.4,1840,Mic,Rece,City Break,1,"['cultură', 'arte', 'expoziție', 'festival', 'evenimente culturale', 'muzică', 'dans']"
Timisoara,Iancu de Hunedoara,Cultural,4.7,1251,Mic,Rece,City Break,1,"['cultură', 'arte', 'expoziție', 'festival', 'evenimente culturale', 'muzică', 'dans']"
Timisoara,Eva,Cultural,3.6,2971,Mic,Cald,Relaxare,2,"['cultură', 'arte', 'expoziție', 'festival', 'evenimente culturale', 'muzică', 'dans']"
Timisoara,Romul Ladea,Cultural,4.2,1147,Mic,Rece,Circuit,5,"['cultură', 'arte', 'expoziție', 'festival', 'evenimente culturale', 'muzică', 'dans']"
Timisoara,Militärkapelle an der Piața 700,Religion,4.1,904,Mic,Oricând,City Break,1,"['religios', 'spiritual', 'biserică', 'mănăstire', 'credință']"
Timisoara,Biserica Militară,Religion,4.7,2684,Mic,Oricând,City Break,1,"['religios', 'spiritual', 'biserică', 'mănăstire', 'credință']"
Timisoara,Ioachim Miloia,Cultural,4.9,567,Mediu,Cald,Relaxare,2,"['cultură', 'arte', 'expoziție', 'festival', 'evenimente culturale', 'muzică', 'dans']"
Timisoara,Deliu Petroiu,Cultural,4.3,2464,Mediu,Rece,Circuit,5,"['cultură', 'arte', 'expoziție', 'festival', 'evenimente culturale', 'muzică', 'dans']"
Timisoara,"Urban site the Neighborhood ""Timisoara Fortress""",Historic architecture,4.7,1840,Mediu,Oricând,City Break,1,"['clădiri vechi', 'monumente istorice', 'istorie', 'patrimoniu']"
Timisoara,Timișoara Fortress,Fortifications,3.6,1898,Mic,Cald,Relaxare,2,"['fortificație', 'castel', 'cetate']"
Timisoara,Dositej Obradović,Cultural,3.7,2651,Mediu,Oricând,City Break,1,"['cultură', 'arte', 'expoziție', 'festival', 'evenimente culturale', 'muzică', 'dans']"
Timisoara,Ion Românu,Cultural,3.7,1557,Mic,Oricând,Circuit,5,"['cultură', 'arte', 'expoziție', 'festival', 'evenimente culturale', 'muzică', 'dans']"
Timisoara,Corneliu Miklosi,Cultural,4.1,683,Mic,Oricând,Circuit,5,"['cultură', 'arte', 'expoziție', 'festival', 'evenimente culturale', 'muzică', 'dans']"
Timisoara,Pius Brînzeu,Cultural,4.3,788,Mediu,Cald,City Break,1,"['cultură', 'arte', 'expoziție', 'festival', 'evenimente culturale', 'muzică', 'dans']"
Timisoara,Eduard Pamfil,Cultural,5.0,2389,Mic,Cald,Relaxare,2,"['cultură', 'arte', 'expoziție', 'festival', 'evenimente culturale', 'muzică', 'dans']"
Timisoara,Ormós Zsigmond,Cultural,3.9,463,Mic,Cald,City Break,1,"['cultură', 'arte', 'expoziție', 'festival', 'evenimente culturale', 'muzică', 'dans']"
Timisoara,Grădina de vară Capitol,Cultural,4.9,373,Mic,Cald,City Break,1,"['cultură', 'arte', 'expoziție', 'festival', 'evenimente culturale', 'muzică', 'dans']"
Timisoara,Gheorghe Tohăneanu,Cultural,4.2,1574,Mic,Rece,Circuit,5,"['cultură', 'arte', 'expoziție', 'festival', 'evenimente culturale', 'muzică', 'dans']"
Timisoara,Carol Robert de Anjou,Cultural,3.6,821,Mediu,Oricând,City Break,1,"['cultură', 'arte', 'expoziție', 'festival', 'evenimente culturale', 'muzică', 'dans']"
Timisoara,Cathedral Park,Urban environment,4.0,1085,Mediu,Cald,City Break,1,"['urban', 'oraș', 'străzi', 'viață urbană']"
Timisoara,Anghel Dumbrăveanu,Cultural,3.5,538,Mic,Rece,Circuit,5,"['cultură', 'arte', 'expoziție', 'festival', 'evenimente culturale', 'muzică', 'dans']"
Timisoara,Nicolae Boboc,Cultural,3.9,1642,Mediu,Rece,Relaxare,2,"['cultură', 'arte', 'expoziție', 'festival', 'evenimente culturale', 'muzică', 'dans']"
Timisoara,Roman-Catholic Episcopal Museum,Cultural,4.0,383,Mediu,Oricând,Relaxare,2,"['cultură', 'arte', 'expoziție', 'festival', 'evenimente culturale', 'muzică', 'dans']"
Timisoara,"Civic Park, Timișoara",Gardens and parks,3.8,2006,Gratuit,Cald,Relaxare,2,"['grădina', 'parc', 'natură', 'relaxare', 'plimbare']"
Timisoara,Stăvilarul Contragardei,Historic,4.6,469,Mediu,Rece,Circuit,5,"['istoric', 'cultură', 'evenimente istorice', 'istorie']"
Iasi,Bust Costache Negri,Historic,4.5,2343,Mediu,Rece,Circuit,5,"['istoric', 'cultură', 'evenimente istorice', 'istorie']"
Iasi,Biserica Sf. Dumitru Mișai,Religion,4.5,1353,Mic,Cald,Relaxare,2,"['religios', 'spiritual', 'biserică', 'mănăstire', 'credință']"
Iasi,Biserica Sfântul Dumitru-Misai,Religion,4.7,2229,Mediu,Cald,Relaxare,2,"['religios', 'spiritual', 'biserică', 'mănăstire', 'credință']"
Iasi,Biserica Sf. Voievozi-Rosca,Religion,4.4,2843,Mic,Oricând,City Break,1,"['religios', 'spiritual', 'biserică', 'mănăstire', 'credință']"
Iasi,Biserica Sf. Voievozi - Roșca,Religion,4.3,839,Mediu,Cald,Circuit,5,"['religios', 'spiritual', 'biserică', 'mănăstire', 'credință']"
Iasi,Casa Pictor Ofelia Hutul,Cultural,4.3,1224,Mediu,Cald,Relaxare,2,"['cultură', 'arte', 'expoziție', 'festival', 'evenimente culturale', 'muzică', 'dans']"
Iasi,axa b.c.,View points,4.3,1738,Mic,Rece,City Break,1,"['priveliște', 'panoramă', 'peisaj', 'natură']"
Iasi,"White Church, Iași",Religion,3.7,105,Mediu,Rece,City Break,1,"['religios', 'spiritual', 'biserică', 'mănăstire', 'credință']"
Iasi,Biserica Sfântul Pantelimon,Religion,3.6,1231,Mic,Oricând,Relaxare,2,"['religios', 'spiritual', 'biserică', 'mănăstire', 'credință']"
Iasi,Biserica,Religion,4.4,2508,Mediu,Cald,Circuit,5,"['religios', 'spiritual', 'biserică', 'mănăstire', 'credință']"
Iasi,Jewish Community Museum,Cultural,4.7,2869,Mediu,Oricând,Relaxare,2,"['cultură', 'arte', 'expoziție', 'festival', 'evenimente culturale', 'muzică', 'dans']"
Iasi,Casa de la cinci drumuri,Religion,4.0,1103,Mediu,Cald,City Break,1,"['religios', 'spiritual', 'biserică', 'mănăstire', 'credință']"
Iasi,Sinagoga Merari,Religion,4.9,203,Mediu,Oricând,Circuit,5,"['religios', 'spiritual', 'biserică', 'mănăstire', 'credință']"
Iasi,Nicoriță Church,Religion,4.0,1896,Mediu,Oricând,Circuit,5,"['religios', 'spiritual', 'biserică', 'mănăstire', 'credință']"
Iasi,Victims of Iași Pogrom Monument,Historic,4.7,823,Mediu,Rece,Circuit,5,"['istoric', 'cultură', 'evenimente istorice', 'istorie']"
Iasi,Great Synagogue,Religion,3.5,1604,Mic,Oricând,City Break,1,"['religios', 'spiritual', 'biserică', 'mănăstire', 'credință']"
Iasi,Cimitirul Eternitatea,Cemeteries,4.2,544,Mic,Oricând,City Break,1,"['cemetery', 'mormânt', 'istorie', 'cultură', 'spiritualitate']"
Iasi,Biserica Nouapostolică,Religion,3.6,387,Mic,Rece,City Break,1,"['religios', 'spiritual', 'biserică', 'mănăstire', 'credință']"
Iasi,Eroi francezi,Historic,3.7,663,Mic,Cald,Circuit,5,"['istoric', 'cultură', 'evenimente istorice', 'istorie']"
Iasi,Bărboi Church,Religion,3.5,1376,Mic,Cald,Circuit,5,"['religios', 'spiritual', 'biserică', 'mănăstire', 'credință']"
Iasi,Memorialul personalităților,Historic,4.8,348,Mic,Cald,Circuit,5,"['istoric', 'cultură', 'evenimente istorice', 'istorie']"
Iasi,Biserica Curelari,Religion,4.2,2796,Mic,Rece,City Break,1,"['religios', 'spiritual', 'biserică', 'mănăstire', 'credință']"
Iasi,Biserica Sfinții Apostoli Petru și Pavel,Religion,4.9,2503,Mediu,Rece,Relaxare,2,"['religios', 'spiritual', 'biserică', 'mănăstire', 'credință']"
Iasi,Biserica Sfântul Gheorghe (Eternitate),Religion,3.7,110,Mediu,Cald,Relaxare,2,"['religios', 'spiritual', 'biserică', 'mănăstire', 'credință']"
Iasi,Casa Bașotă,Architecture,4.6,1676,Mic,Oricând,City Break,1,"['arhitectură', 'design', 'clădiri', 'structuri', 'construcții']"
Iasi,Biserica,Religion,4.6,2571,Mic,Rece,City Break,1,"['religios', 'spiritual', 'biserică', 'mănăstire', 'credință']"
Iasi,Biserica Penticostală Străjerul,Religion,4.5,2072,Mediu,Oricând,Relaxare,2,"['religios', 'spiritual', 'biserică', 'mănăstire', 'credință']"
Iasi,Turn clopotniță,Architecture,4.5,2501,Mic,Oricând,City Break,1,"['arhitectură', 'design', 'clădiri', 'structuri', 'construcții']"
Iasi,Capela Cimitirului Sfinții Apostoli Petru și Pavel,Religion,4.2,2345,Mic,Rece,City Break,1,"['religios', 'spiritual', 'biserică', 'mănăstire', 'credință']"
Iasi,Bust Memorial,Cultural,4.5,224,Mediu,Oricând,Circuit,5,"['cultură', 'arte', 'expoziție', 'festival', 'evenimente culturale', 'muzică', 'dans']"
Iasi,Muzeul Ion Creanga,Cultural,4.2,2250,Mediu,Oricând,Circuit,5,"['cultură', 'arte', 'expoziție', 'festival', 'evenimente culturale', 'muzică', 'dans']"
Iasi,Biserica Zlataust,Religion,4.5,2781,Mediu,Rece,Relaxare,2,"['religios', 'spiritual', 'biserică', 'mănăstire', 'credință']"
Iasi,Golia Monastery Collection,Religion,4.4,2926,Mic,Oricând,Relaxare,2,"['religios', 'spiritual', 'biserică', 'mănăstire', 'credință']"
Iasi,Golia Monastery,Religion,4.4,601,Mic,Oricând,City Break,1,"['religios', 'spiritual', 'biserică', 'mănăstire', 'credință']"
Iasi,Muzeul Municipal Iași,Cultural,4.4,2792,Mic,Cald,Circuit,5,"['cultură', 'arte', 'expoziție', 'festival', 'evenimente culturale', 'muzică', 'dans']"
Iasi,"Monument of Grigorie Ghica III, Iași",Historic,3.5,594,Mic,Oricând,Circuit,5,"['istoric', 'cultură', 'evenimente istorice', 'istorie']"
Iasi,Turnul Goliei,Architecture,3.9,2581,Mic,Oricând,City Break,1,"['arhitectură', 'design', 'clădiri', 'structuri', 'construcții']"
Iasi,Biserica Baptistă Buna Vestire,Religion,4.2,866,Mediu,Oricând,Relaxare,2,"['religios', 'spiritual', 'biserică', 'mănăstire', 'credință']"
Iasi,Casa Memorială Otilia Cazimir,Museums,4.4,1705,Mediu,Oricând,City Break,1,"['muzeu', 'expoziție', 'artă', 'istorie', 'cultură']"
Iasi,"""Otilia Cazimir"" Museum",Cultural,4.4,1342,Mic,Cald,Circuit,5,"['cultură', 'arte', 'expoziție', 'festival', 'evenimente culturale', 'muzică', 'dans']"
Iasi,Cimitirul militar german,Cemeteries,4.3,361,Mic,Cald,Relaxare,2,"['cemetery', 'mormânt', 'istorie', 'cultură', 'spiritualitate']"
Iasi,Biserica Adormirea Maicii Domnului - Barnovschi,Religion,3.7,1074,Mic,Oricând,Relaxare,2,"['religios', 'spiritual', 'biserică', 'mănăstire', 'credință']"
Iasi,Bustul Arhiepiscopului Kyprianos,Cultural,4.1,214,Mediu,Rece,Circuit,5,"['cultură', 'arte', 'expoziție', 'festival', 'evenimente culturale', 'muzică', 'dans']"
Iasi,Biserica Sf. Vasile Tatarasi,Religion,4.8,104,Mic,Oricând,Relaxare,2,"['religios', 'spiritual', 'biserică', 'mănăstire', 'credință']"
Iasi,Sinagoga Cismarilor,Religion,4.6,1449,Mediu,Cald,Circuit,5,"['religios', 'spiritual', 'biserică', 'mănăstire', 'credință']"
Iasi,Barnovschi Church,Religion,3.9,995,Mic,Rece,City Break,1,"['religios', 'spiritual', 'biserică', 'mănăstire', 'credință']"
Iasi,Cimitirul Sf. Petru și Pavel,Cemeteries,4.7,2568,Mediu,Cald,Circuit,5,"['cemetery', 'mormânt', 'istorie', 'cultură', 'spiritualitate']"
Iasi,Ss. Theodore Church,Religion,4.0,2654,Mediu,Oricând,Relaxare,2,"['religios', 'spiritual', 'biserică', 'mănăstire', 'credință']"
Iasi,Biserica Vovidenia,Religion,4.0,640,Mediu,Rece,Circuit,5,"['religios', 'spiritual', 'biserică', 'mănăstire', 'credință']"
Iasi,Biserica Vulpe,Religion,4.5,2725,Mediu,Cald,Relaxare,2,"['religios', 'spiritual', 'biserică', 'mănăstire', 'credință']"
Iasi,"Armenian Church, Iași",Religion,4.9,232,Mic,Cald,Relaxare,2,"['religios', 'spiritual', 'biserică', 'mănăstire', 'credință']"
Iasi,Biserica Filocalia,Religion,3.7,737,Mediu,Oricând,City Break,1,"['religios', 'spiritual', 'biserică', 'mănăstire', 'credință']"
Iasi,Ruine zona Hala Centrală,Architecture,3.5,1534,Mediu,Oricând,City Break,1,"['arhitectură', 'design', 'clădiri', 'structuri', 'construcții']"
Iasi,Biserica Creștină după Evanghelie Nr. 2,Religion,4.1,1293,Mediu,Oricând,City Break,1,"['religios', 'spiritual', 'biserică', 'mănăstire', 'credință']"
