oras,denumire,categorie,rating_general,nr_recenzii,pret_categorie,sezon,tip_calatorie,durata_minima,cuvinte_cheie
Cluj-Napoca,Zina,Cultural,4.5,2214,Mediu,Oricând,Relaxare,2,"['cultură', 'arte', 'expoziție', 'festival', 'evenimente culturale', 'muzică', 'dans']"
Cluj-Napoca,Monument to the signers of the Memorandum,Historic,5.0,996,Mediu,Oricând,Circuit,5,"['istoric', 'cultură', 'evenimente istorice', 'istorie']"
Cluj-Napoca,Cinema Arta,Cultural,4.7,383,Mic,Oricând,Relaxare,2,"['cultură', 'arte', 'expoziție', 'festival', 'evenimente culturale', 'muzică', 'dans']"
Cluj-Napoca,Imre Mikó,Cemeteries,4.6,2585,Mic,Rece,Relaxare,2,"['cemetery', 'mormânt', 'istorie', 'cultură', 'spiritualitate']"
Cluj-Napoca,Jósika crypt,Cemeteries,4.5,596,Mic,Cald,City Break,1,"['cemetery', 'mormânt', 'istorie', 'cultură', 'spiritualitate']"
Cluj-Napoca,Cinematograful Arte,Cinemas,4.3,2665,Mic,Rece,City Break,1,"['cinema', 'film', 'sală de cinema', 'evenimente cinematografice']"
Cluj-Napoca,Béldi crypt,Cemeteries,4.2,91,Mic,Cald,Circuit,5,"['cemetery', 'mormânt', 'istorie', 'cultură', 'spiritualitate']"
Cluj-Napoca,Capela Sf Ieremia,Religion,3.6,2479,Mic,Oricând,Relaxare,2,"['religios', 'spiritual', 'biserică', 'mănăstire', 'credință']"
Cluj-Napoca,Alexandru Ioan Cuza,Historic,3.9,2103,Mediu,Oricând,Circuit,5,"['istoric', 'cultură', 'evenimente istorice', 'istorie']"
Cluj-Napoca,Biserica Creștină Penticostală,Religion,4.6,2420,Mediu,Oricând,Relaxare,2,"['religios', 'spiritual', 'biserică', 'mănăstire', 'credință']"
Cluj-Napoca,"Sebestyén Palace, Cluj-Napoca",Historic architecture,3.8,2966,Mic,Oricând,City Break,1,"['clădiri vechi', 'monumente istorice', 'istorie', 'patrimoniu']"
Cluj-Napoca,Vestigii Romane,Historic,3.9,1359,Mediu,Rece,Circuit,5,"['istoric', 'cultură', 'evenimente istorice', 'istorie']"
Cluj-Napoca,Institutul Teologic Protestant,Religion,4.3,2846,Mediu,Cald,Relaxare,2,"['religios', 'spiritual', 'biserică', 'mănăstire', 'credință']"
Cluj-Napoca,Ruine Vechi,Architecture,3.8,1550,Mediu,Oricând,City Break,1,"['arhitectură', 'design', 'clădiri', 'structuri', 'construcții']"
Cluj-Napoca,Cluj-Napoca Bánffy Palace,Cultural,3.8,2498,Mic,Oricând,Circuit,5,"['cultură', 'arte', 'expoziție', 'festival', 'evenimente culturale', 'muzică', 'dans']"
Cluj-Napoca,House of Religious Freedom,Historic architecture,4.7,2311,Mediu,Oricând,City Break,1,"['clădiri vechi', 'monumente istorice', 'istorie', 'patrimoniu']"
Cluj-Napoca,John Sigismund Unitarian Academy,Architecture,4.2,2821,Mic,Oricând,City Break,1,"['arhitectură', 'design', 'clădiri', 'structuri', 'construcții']"
Cluj-Napoca,"Reformed Church of the Lower Town, Cluj-Napoca",Religion,4.9,319,Mediu,Oricând,Circuit,5,"['religios', 'spiritual', 'biserică', 'mănăstire', 'credință']"
Cluj-Napoca,Palatele Status-ului romano-catolic,Historic architecture,3.6,1990,Mic,Oricând,City Break,1,"['clădiri vechi', 'monumente istorice', 'istorie', 'patrimoniu']"
Cluj-Napoca,Stâlpi Împușcați,Historic,4.7,1993,Mediu,Rece,Circuit,5,"['istoric', 'cultură', 'evenimente istorice', 'istorie']"
Cluj-Napoca,David Ferenc (1520?-1579),Historic,4.0,2288,Mic,Rece,Circuit,5,"['istoric', 'cultură', 'evenimente istorice', 'istorie']"
Cluj-Napoca,Statue of Matthias Corvinus,Historic,3.6,1480,Mediu,Rece,Circuit,5,"['istoric', 'cultură', 'evenimente istorice', 'istorie']"
Cluj-Napoca,Statuie Matei Corvin,Historic,3.8,1496,Mediu,Oricând,Circuit,5,"['istoric', 'cultură', 'evenimente istorice', 'istorie']"
Timisoara,Biciclete,Cultural,4.0,1756,Mic,Cald,Relaxare,2,"['cultură', 'arte', 'expoziție', 'festival', 'evenimente culturale', 'muzică', 'dans']"
Timisoara,"Romanian National Opera, Timișoara",Cultural,4.0,980,Mediu,Rece,City Break,1,"['cultură', 'arte', 'expoziție', 'festival', 'evenimente culturale', 'muzică', 'dans']"
Timisoara,Palace of Culture in Timisoara,Theatres and entertainments,4.8,1175,Mic,Rece,City Break,1,"['teatru', 'spectacol', 'muzică', 'dans', 'entertainment', 'divertisment']"
Timisoara,German State Theatre in Timișoara,Cultural,4.1,1202,Mic,Rece,City Break,1,"['cultură', 'arte', 'expoziție', 'festival', 'evenimente culturale', 'muzică', 'dans']"
Timisoara,Teatrul German de Stat,Cultural,3.7,1771,Mic,Cald,Circuit,5,"['cultură', 'arte', 'expoziție', 'festival', 'evenimente culturale', 'muzică', 'dans']"
Timisoara,Teatrul Maghiar de Stat Csiky Gergely,Cultural,4.8,1360,Mediu,Oricând,City Break,1,"['cultură', 'arte', 'expoziție', 'festival', 'evenimente culturale', 'muzică', 'dans']"
Timisoara,Fântâna cu pești,Fountains,4.0,2223,Mediu,Rece,Circuit,5,"['fântână', 'apă', 'fontană', 'loc de relaxare', 'jocuri de apă']"
Timisoara,Hunyadi Castle,Fortifications,4.5,628,Mic,Rece,City Break,1,"['fortificație', 'castel', 'cetate']"
Timisoara,Museum of Banat,Cultural,3.9,459,Mic,Rece,Relaxare,2,"['cultură', 'arte', 'expoziție', 'festival', 'evenimente culturale', 'muzică', 'dans']"
Timisoara,"Banat Museum, Natural Sciences Department",Cultural,3.5,2594,Mediu,Rece,Circuit,5,"['cultură', 'arte', 'expoziție', 'festival', 'evenimente culturale', 'muzică', 'dans']"
Timisoara,Cinema Studio,Cultural,3.6,1742,Mediu,Cald,Circuit,5,"['cultură', 'arte', 'expoziție', 'festival', 'evenimente culturale', 'muzică', 'dans']"
Timisoara,Lupoaica,Cultural,4.9,2393,Mediu,Rece,Circuit,5,"['cultură', 'arte', 'expoziție', 'festival', 'evenimente culturale', 'muzică', 'dans']"
Timisoara,Capitoline Wolf in Timișoara,Historic,4.9,959,Mediu,Cald,Circuit,5,"['istoric', 'cultură', 'evenimente istorice', 'istorie']"
Timisoara,"Dauerbach Palace, Timișoara",Palaces,3.5,111,Mediu,Cald,Relaxare,2,"['palat', 'monarhie', 'regal', 'eleganță', 'lux']"
Timisoara,"Interwar urban ensemble ""Corso"" in Timişoara",Historic architecture,4.3,2094,Mediu,Oricând,City Break,1,"['clădiri vechi', 'monumente istorice', 'istorie', 'patrimoniu']"
Timisoara,Martirii,Historic,4.6,1247,Mic,Oricând,Circuit,5,"['istoric', 'cultură', 'evenimente istorice', 'istorie']"
Timisoara,"House with Atlantes, Timișoara",Historic architecture,3.7,2040,Mic,Oricând,City Break,1,"['clădiri vechi', 'monumente istorice', 'istorie', 'patrimoniu']"
Timisoara,Fabric,Historic,4.3,2403,Mic,Cald,Circuit,5,"['istoric', 'cultură', 'evenimente istorice', 'istorie']"
Timisoara,Regele Ferdinand I,Cultural,4.6,1281,Mic,Oricând,Circuit,5,"['cultură', 'arte', 'expoziție', 'festival', 'evenimente culturale', 'muzică', 'dans']"
Timisoara,Regina Maria a României,Cultural,4.9,783,Mic,Oricând,Relaxare,2,"['cultură', 'arte', 'expoziție', 'festival', 'evenimente culturale', 'muzică', 'dans']"
Timisoara,Comenduirea Garnizoanei,Cultural,4.1,2414,Mic,Cald,Circuit,5,"['cultură', 'arte', 'expoziție', 'festival', 'evenimente culturale', 'muzică', 'dans']"
Timisoara,Muzeul Militar din Timișoara,Museums,4.7,173,Mediu,Oricând,City Break,1,"['muzeu', 'expoziție', 'artă', 'istorie', 'cultură']"
Timisoara,Decebalus per Scorilo,Cultural,3.7,2502,Mic,Rece,City Break,1,"['cultură', 'arte', 'expoziție', 'festival', 'evenimente culturale', 'muzică', 'dans']"
Timisoara,"Urban ensemble VII, Timișoara",Historic architecture,4.1,1569,Mediu,Oricând,City Break,1,"['clădiri vechi', 'monumente istorice', 'istorie', 'patrimoniu']"
Timisoara,Saint Catherine of Alexandria Church in Timișoara,Religion,3.9,1109,Mediu,Rece,Circuit,5,"['religios', 'spiritual', 'biserică', 'mănăstire', 'credință']"
Timisoara,Helios,Cultural,4.7,910,Mediu,Rece,Relaxare,2,"['cultură', 'arte', 'expoziție', 'festival', 'evenimente culturale', 'muzică', 'dans']"
Timisoara,Emanoil Ungureanu,Historic,4.2,1447,Mediu,Rece,Circuit,5,"['istoric', 'cultură', 'evenimente istorice', 'istorie']"
Timisoara,Military Traditions Hall,Cultural,4.4,2748,Mic,Rece,Relaxare,2,"['cultură', 'arte', 'expoziție', 'festival', 'evenimente culturale', 'muzică', 'dans']"
Timisoara,Biserica Mizercordienilor,Religion,3.5,575,Mediu,Oricând,Relaxare,2,"['religios', 'spiritual', 'biserică', 'mănăstire', 'credință']"
Timisoara,Military Casino of Timișoara,Historic architecture,3.9,1130,Mediu,Oricând,City Break,1,"['clădiri vechi', 'monumente istorice', 'istorie', 'patrimoniu']"
Timisoara,"Urban Ensemble II, Timișoara",Historic architecture,4.0,2376,Mic,Oricând,City Break,1,"['clădiri vechi', 'monumente istorice', 'istorie', 'patrimoniu']"
Timisoara,Spitalul Mizericordienilor din Timișoara,Historic architecture,3.6,1639,Mic,Oricând,City Break,1,"['clădiri vechi', 'monumente istorice', 'istorie', 'patrimoniu']"
Timisoara,Virgin Mary & St John of Nepomuk Monument in Timișoara,Historic architecture,3.7,2354,Mediu,Oricând,City Break,1,"['clădiri vechi', 'monumente istorice', 'istorie', 'patrimoniu']"
Timisoara,"St. Mary and St. John of Nepomuk Monument, Timişoara",Historic,3.9,2559,Mic,Rece,Circuit,5,"['istoric', 'cultură', 'evenimente istorice', 'istorie']"
Timisoara,Monumentul Revoluției,Historic,4.2,527,Mic,Rece,Circuit,5,"['istoric', 'cultură', 'evenimente istorice', 'istorie']"
Timisoara,Colegiul Tehnic Emanoil Ungureanu,Architecture,3.8,497,Mediu,Oricând,City Break,1,"['arhitectură', 'design', 'clădiri', 'structuri', 'construcții']"
Timisoara,Biserica Înălțarea Sfintei Cruci,Religion,4.1,489,Mediu,Oricând,Circuit,5,"['religios', 'spiritual', 'biserică', 'mănăstire', 'credință']"
Timisoara,Cinema Timiș,Cultural,4.3,2288,Mic,Oricând,Relaxare,2,"['cultură', 'arte', 'expoziție', 'festival', 'evenimente culturale', 'muzică', 'dans']"
Timisoara,"Piarist High School, Timişoara",Religion,3.8,1262,Mic,Oricând,City Break,1,"['religios', 'spiritual', 'biserică', 'mănăstire', 'credință']"
Timisoara,Old City Hall of Timișoara,Historic architecture,3.6,2805,Mic,Oricând,City Break,1,"['clădiri vechi', 'monumente istorice', 'istorie', 'patrimoniu']"
Timisoara,Sinagoga din Cetate,Religion,4.9,1549,Mic,Cald,Relaxare,2,"['religios', 'spiritual', 'biserică', 'mănăstire', 'credință']"
Timisoara,Claustrul mănăstirii Franciscanilor din Timișoara,Historic architecture,4.6,2598,Mediu,Oricând,City Break,1,"['clădiri vechi', 'monumente istorice', 'istorie', 'patrimoniu']"
Timisoara,"Piarist High School, Timișoara",Historic architecture,4.7,2240,Mic,Oricând,City Break,1,"['clădiri vechi', 'monumente istorice', 'istorie', 'patrimoniu']"
Timisoara,Statuia Sf. Gheorghe,Cultural,3.5,150,Mediu,Cald,Relaxare,2,"['cultură', 'arte', 'expoziție', 'festival', 'evenimente culturale', 'muzică', 'dans']"
Timisoara,Moschee turcească,Historic,3.5,1567,Mic,Cald,Circuit,5,"['istoric', 'cultură', 'evenimente istorice', 'istorie']"
Timisoara,Sailer,Historic,4.0,2228,Mic,Rece,Circuit,5,"['istoric', 'cultură', 'evenimente istorice', 'istorie']"
Timisoara,Mihai Eminescu,Cultural,4.3,474,Mediu,Rece,Relaxare,2,"['cultură', 'arte', 'expoziție', 'festival', 'evenimente culturale', 'muzică', 'dans']"
Timisoara,Bastion,Architecture,4.1,1246,Mediu,Oricând,City Break,1,"['arhitectură', 'design', 'clădiri', 'structuri', 'construcții']"
Timisoara,Nedelkovich House in Timișoara,Historic architecture,3.8,576,Mic,Oricând,City Break,1,"['clădiri vechi', 'monumente istorice', 'istorie', 'patrimoniu']"
Timisoara,Sever Bocu,Cultural,4.5,1947,Mic,Cald,Relaxare,2,"['cultură', 'arte', 'expoziție', 'festival', 'evenimente culturale', 'muzică', 'dans']"
Timisoara,Stan Vidrighin,Cultural,4.6,2032,Mediu,Rece,Circuit,5,"['cultură', 'arte', 'expoziție', 'festival', 'evenimente culturale', 'muzică', 'dans']"
Timisoara,Banatul Philarmonic,Cultural,3.5,2170,Mic,Oricând,Relaxare,2,"['cultură', 'arte', 'expoziție', 'festival', 'evenimente culturale', 'muzică', 'dans']"
Timisoara,Aurel Cosma,Cultural,4.6,2924,Mic,Oricând,Circuit,5,"['cultură', 'arte', 'expoziție', 'festival', 'evenimente culturale', 'muzică', 'dans']"
Timisoara,Spitalul Militar din Timișoara,Historic architecture,4.0,910,Mediu,Oricând,City Break,1,"['clădiri vechi', 'monumente istorice', 'istorie', 'patrimoniu']"
Timisoara,Mitropolitan Orthodox Cathedral,Religion,3.5,1301,Mic,Oricând,Circuit,5,"['religios', 'spiritual', 'biserică', 'mănăstire', 'credință']"
Timisoara,Banat Orthodox Metropolitan Museum Collection,Cultural,3.8,1468,Mic,Cald,Circuit,5,"['cultură', 'arte', 'expoziție', 'festival', 'evenimente culturale', 'muzică', 'dans']"
Timisoara,Carol Küttel,Cultural,3.9,1020,Mic,Cald,Relaxare,2,"['cultură', 'arte', 'expoziție', 'festival', 'evenimente culturale', 'muzică', 'dans']"
Timisoara,János Török,Cultural,3.9,889,Mic,Rece,City Break,1,"['cultură', 'arte', 'expoziție', 'festival', 'evenimente culturale', 'muzică', 'dans']"
Timisoara,Eugeniu de Savoya,Cultural,4.3,116,Mic,Rece,City Break,1,"['cultură', 'arte', 'expoziție', 'festival', 'evenimente culturale', 'muzică', 'dans']"
Timisoara,Béla Bartók,Cultural,4.3,1243,Mic,Oricând,Circuit,5,"['cultură', 'arte', 'expoziție', 'festival', 'evenimente culturale', 'muzică', 'dans']"
Timisoara,Claudius Florimund Mercy,Cultural,4.0,1633,Mediu,Cald,Circuit,5,"['cultură', 'arte', 'expoziție', 'festival', 'evenimente culturale', 'muzică', 'dans']"
Timisoara,Ion C. Brătianu,Cultural,4.1,890,Mic,Oricând,City Break,1,"['cultură', 'arte', 'expoziție', 'festival', 'evenimente culturale', 'muzică', 'dans']"
Timisoara,Virgil Birou,Cultural,3.6,2522,Mic,Cald,Relaxare,2,"['cultură', 'arte', 'expoziție', 'festival', 'evenimente culturale', 'muzică', 'dans']"
Timisoara,Carol Telbisz,Cultural,4.3,2595,Mediu,Oricând,Circuit,5,"['cultură', 'arte', 'expoziție', 'festival', 'evenimente culturale', 'muzică', 'dans']"
Timisoara,Iancu de Hunedoara,Cultural,4.6,284,Mediu,Rece,Circuit,5,"['cultură', 'arte', 'expoziție', 'festival', 'evenimente culturale', 'muzică', 'dans']"
Timisoara,Eva,Cultural,4.6,731,Mediu,Rece,City Break,1,"['cultură', 'arte', 'expoziție', 'festival', 'evenimente culturale', 'muzică', 'dans']"
Timisoara,Romul Ladea,Cultural,3.9,473,Mic,Rece,Relaxare,2,"['cultură', 'arte', 'expoziție', 'festival', 'evenimente culturale', 'muzică', 'dans']"
Timisoara,Militärkapelle an der Piața 700,Religion,3.8,2052,Mic,Oricând,Relaxare,2,"['religios', 'spiritual', 'biserică', 'mănăstire', 'credință']"
Timisoara,Biserica Militară,Religion,4.4,820,Mediu,Rece,City Break,1,"['religios', 'spiritual', 'biserică', 'mănăstire', 'credință']"
Timisoara,Ioachim Miloia,Cultural,3.9,622,Mic,Oricând,Relaxare,2,"['cultură', 'arte', 'expoziție', 'festival', 'evenimente culturale', 'muzică', 'dans']"
Timisoara,Deliu Petroiu,Cultural,5.0,2334,Mediu,Cald,Relaxare,2,"['cultură', 'arte', 'expoziție', 'festival', 'evenimente culturale', 'muzică', 'dans']"
Timisoara,"Urban site the Neighborhood ""Timisoara Fortress""",Historic architecture,4.6,496,Mic,Oricând,City Break,1,"['clădiri vechi', 'monumente istorice', 'istorie', 'patrimoniu']"
Timisoara,Timișoara Fortress,Fortifications,4.3,1758,Mic,Cald,Relaxare,2,"['fortificație', 'castel', 'cetate']"
Timisoara,Dositej Obradović,Cultural,4.5,518,Mic,Cald,City Break,1,"['cultură', 'arte', 'expoziție', 'festival', 'evenimente culturale', 'muzică', 'dans']"
Timisoara,Ion Românu,Cultural,4.3,2145,Mic,Cald,Circuit,5,"['cultură', 'arte', 'expoziție', 'festival', 'evenimente culturale', 'muzică', 'dans']"
Timisoara,Corneliu Miklosi,Cultural,4.7,1007,Mediu,Oricând,Relaxare,2,"['cultură', 'arte', 'expoziție', 'festival', 'evenimente culturale', 'muzică', 'dans']"
Timisoara,Pius Brînzeu,Cultural,4.4,2030,Mediu,Oricând,Relaxare,2,"['cultură', 'arte', 'expoziție', 'festival', 'evenimente culturale', 'muzică', 'dans']"
Timisoara,Eduard Pamfil,Cultural,4.3,1005,Mediu,Cald,City Break,1,"['cultură', 'arte', 'expoziție', 'festival', 'evenimente culturale', 'muzică', 'dans']"
Timisoara,Ormós Zsigmond,Cultural,4.3,458,Mic,Rece,Circuit,5,"['cultură', 'arte', 'expoziție', 'festival', 'evenimente culturale', 'muzică', 'dans']"
Timisoara,Grădina de vară Capitol,Cultural,3.7,1926,Mediu,Rece,City Break,1,"['cultură', 'arte', 'expoziție', 'festival', 'evenimente culturale', 'muzică', 'dans']"
Timisoara,Gheorghe Tohăneanu,Cultural,4.4,2905,Mic,Oricând,City Break,1,"['cultură', 'arte', 'expoziție', 'festival', 'evenimente culturale', 'muzică', 'dans']"
Timisoara,Carol Robert de Anjou,Cultural,4.0,2654,Mediu,Rece,Relaxare,2,"['cultură', 'arte', 'expoziție', 'festival', 'evenimente culturale', 'muzică', 'dans']"
Timisoara,Cathedral Park,Urban environment,4.4,2197,Mic,Rece,City Break,1,"['urban', 'oraș', 'străzi', 'viață urbană']"
Timisoara,Anghel Dumbrăveanu,Cultural,4.7,635,Mediu,Cald,City Break,1,"['cultură', 'arte', 'expoziție', 'festival', 'evenimente culturale', 'muzică', 'dans']"
Timisoara,Nicolae Boboc,Cultural,4.4,273,Mic,Rece,Relaxare,2,"['cultură', 'arte', 'expoziție', 'festival', 'evenimente culturale', 'muzică', 'dans']"
Timisoara,Roman-Catholic Episcopal Museum,Cultural,4.3,1238,Mic,Oricând,Circuit,5,"['cultură', 'arte', 'expoziție', 'festival', 'evenimente culturale', 'muzică', 'dans']"
Timisoara,"Civic Park, Timișoara",Gardens and parks,4.5,2941,Gratuit,Cald,Relaxare,2,"['grădina', 'parc', 'natură', 'relaxare', 'plimbare']"
Timisoara,Stăvilarul Contragardei,Historic,3.6,2104,Mic,Rece,Circuit,5,"['istoric', 'cultură', 'evenimente istorice', 'istorie']"
Iasi,Bust Costache Negri,Historic,4.0,2250,Mic,Cald,Circuit,5,"['istoric', 'cultură', 'evenimente istorice', 'istorie']"
Iasi,Biserica Sf. Dumitru Mișai,Religion,3.7,924,Mediu,Rece,City Break,1,"['religios', 'spiritual', 'biserică', 'mănăstire', 'credință']"
Iasi,Biserica Sfântul Dumitru-Misai,Religion,5.0,1700,Mic,Cald,Circuit,5,"['religios', 'spiritual', 'biserică', 'mănăstire', 'credință']"
Iasi,Biserica Sf. Voievozi-Rosca,Religion,4.7,1313,Mediu,Oricând,Circuit,5,"['religios', 'spiritual', 'biserică', 'mănăstire', 'credință']"
Iasi,Biserica Sf. Voievozi - Roșca,Religion,4.4,1891,Mediu,Cald,Relaxare,2,"['religios', 'spiritual', 'biserică', 'mănăstire', 'credință']"
Iasi,Casa Pictor Ofelia Hutul,Cultural,3.7,1928,Mediu,Cald,Circuit,5,"['cultură', 'arte', 'expoziție', 'festival', 'evenimente culturale', 'muzică', 'dans']"
Iasi,"White Church, Iași",Religion,4.7,463,Mic,Oricând,Circuit,5,"['religios', 'spiritual', 'biserică', 'mănăstire', 'credință']"
Iasi,Biserica Sfântul Pantelimon,Religion,4.2,930,Mediu,Rece,City Break,1,"['religios', 'spiritual', 'biserică', 'mănăstire', 'credință']"
Iasi,Biserica,Religion,3.6,2129,Mediu,Cald,City Break,1,"['religios', 'spiritual', 'biserică', 'mănăstire', 'credință']"
Iasi,Jewish Community Museum,Cultural,4.1,1679,Mediu,Oricând,City Break,1,"['cultură', 'arte', 'expoziție', 'festival', 'evenimente culturale', 'muzică', 'dans']"
Iasi,Casa de la cinci drumuri,Religion,4.6,569,Mediu,Oricând,City Break,1,"['religios', 'spiritual', 'biserică', 'mănăstire', 'credință']"
Iasi,Sinagoga Merari,Religion,3.5,2716,Mediu,Oricând,Circuit,5,"['religios', 'spiritual', 'biserică', 'mănăstire', 'credință']"
Iasi,Nicoriță Church,Religion,4.2,2199,Mic,Cald,City Break,1,"['religios', 'spiritual', 'biserică', 'mănăstire', 'credință']"
Iasi,Victims of Iași Pogrom Monument,Historic,4.7,267,Mic,Rece,Circuit,5,"['istoric', 'cultură', 'evenimente istorice', 'istorie']"
Iasi,Great Synagogue,Religion,3.8,3000,Mic,Rece,Circuit,5,"['religios', 'spiritual', 'biserică', 'mănăstire', 'credință']"
Iasi,Cimitirul Eternitatea,Cemeteries,4.4,91,Mediu,Rece,City Break,1,"['cemetery', 'mormânt', 'istorie', 'cultură', 'spiritualitate']"
Iasi,Biserica Nouapostolică,Religion,3.7,606,Mic,Cald,City Break,1,"['religios', 'spiritual', 'biserică', 'mănăstire', 'credință']"
Iasi,Eroi francezi,Historic,4.3,2229,Mediu,Oricând,Circuit,5,"['istoric', 'cultură', 'evenimente istorice', 'istorie']"
Iasi,Bărboi Church,Religion,4.7,1589,Mediu,Rece,Circuit,5,"['religios', 'spiritual', 'biserică', 'mănăstire', 'credință']"
Iasi,Memorialul personalităților,Historic,4.2,1732,Mic,Rece,Circuit,5,"['istoric', 'cultură', 'evenimente istorice', 'istorie']"
Iasi,Biserica Curelari,Religion,4.3,799,Mic,Oricând,City Break,1,"['religios', 'spiritual', 'biserică', 'mănăstire', 'credință']"
Iasi,Biserica Sfinții Apostoli Petru și Pavel,Religion,4.3,389,Mic,Oricând,Relaxare,2,"['religios', 'spiritual', 'biserică', 'mănăstire', 'credință']"
Iasi,Biserica Sfântul Gheorghe (Eternitate),Religion,4.8,1485,Mediu,Cald,Relaxare,2,"['religios', 'spiritual', 'biserică', 'mănăstire', 'credință']"
Iasi,Casa Bașotă,Architecture,4.2,189,Mediu,Oricând,City Break,1,"['arhitectură', 'design', 'clădiri', 'structuri', 'construcții']"
Iasi,Biserica,Religion,3.7,1627,Mic,Rece,Circuit,5,"['religios', 'spiritual', 'biserică', 'mănăstire', 'credință']"
Iasi,Biserica Penticostală Străjerul,Religion,3.8,2206,Mic,Oricând,Circuit,5,"['religios', 'spiritual', 'biserică', 'mănăstire', 'credință']"
Iasi,Turn clopotniță,Architecture,4.7,1154,Mic,Oricând,City Break,1,"['arhitectură', 'design', 'clădiri', 'structuri', 'construcții']"
Iasi,Capela Cimitirului Sfinții Apostoli Petru și Pavel,Religion,4.1,2711,Mediu,Oricând,Relaxare,2,"['religios', 'spiritual', 'biserică', 'mănăstire', 'credință']"
Iasi,Bust Memorial,Cultural,4.0,1188,Mediu,Rece,Relaxare,2,"['cultură', 'arte', 'expoziție', 'festival', 'evenimente culturale', 'muzică', 'dans']"
Iasi,Muzeul Ion Creanga,Cultural,4.7,907,Mic,Rece,City Break,1,"['cultură', 'arte', 'expoziție', 'festival', 'evenimente culturale', 'muzică', 'dans']"
Iasi,Biserica Zlataust,Religion,4.1,2849,Mic,Cald,Circuit,5,"['religios', 'spiritual', 'biserică', 'mănăstire', 'credință']"
Iasi,Golia Monastery Collection,Religion,5.0,2184,Mic,Oricând,Relaxare,2,"['religios', 'spiritual', 'biserică', 'mănăstire', 'credință']"
Iasi,Golia Monastery,Religion,4.2,1851,Mediu,Rece,Circuit,5,"['religios', 'spiritual', 'biserică', 'mănăstire', 'credință']"
Iasi,Muzeul Municipal Iași,Cultural,4.1,1646,Mic,Oricând,Circuit,5,"['cultură', 'arte', 'expoziție', 'festival', 'evenimente culturale', 'muzică', 'dans']"
Iasi,"Monument of Grigorie Ghica III, Iași",Historic,4.5,79,Mediu,Rece,Circuit,5,"['istoric', 'cultură', 'evenimente istorice', 'istorie']"
Iasi,Turnul Goliei,Architecture,3.7,649,Mic,Oricând,City Break,1,"['arhitectură', 'design', 'clădiri', 'structuri', 'construcții']"
Iasi,Biserica Baptistă Buna Vestire,Religion,4.8,2363,Mic,Oricând,Circuit,5,"['religios', 'spiritual', 'biserică', 'mănăstire', 'credință']"
Iasi,Casa Memorială Otilia Cazimir,Museums,4.8,230,Mediu,Oricând,City Break,1,"['muzeu', 'expoziție', 'artă', 'istorie', 'cultură']"
Iasi,"""Otilia Cazimir"" Museum",Cultural,4.5,2884,Mediu,Rece,Circuit,5,"['cultură', 'arte', 'expoziție', 'festival', 'evenimente culturale', 'muzică', 'dans']"
Iasi,Cimitirul militar german,Cemeteries,3.6,1793,Mediu,Cald,City Break,1,"['cemetery', 'mormânt', 'istorie', 'cultură', 'spiritualitate']"
Iasi,Biserica Adormirea Maicii Domnului - Barnovschi,Religion,4.3,1180,Mic,Oricând,City Break,1,"['religios', 'spiritual', 'biserică', 'mănăstire', 'credință']"
Iasi,Bustul Arhiepiscopului Kyprianos,Cultural,4.1,2162,Mediu,Oricând,City Break,1,"['cultură', 'arte', 'expoziție', 'festival', 'evenimente culturale', 'muzică', 'dans']"
Iasi,Biserica Sf. Vasile Tatarasi,Religion,4.5,2205,Mic,Oricând,City Break,1,"['religios', 'spiritual', 'biserică', 'mănăstire', 'credință']"
Iasi,Sinagoga Cismarilor,Religion,4.5,583,Mediu,Rece,Circuit,5,"['religios', 'spiritual', 'biserică', 'mănăstire', 'credință']"
Iasi,Barnovschi Church,Religion,4.5,1468,Mic,Cald,City Break,1,"['religios', 'spiritual', 'biserică', 'mănăstire', 'credință']"
Iasi,Cimitirul Sf. Petru și Pavel,Cemeteries,4.9,1998,Mediu,Oricând,Relaxare,2,"['cemetery', 'mormânt', 'istorie', 'cultură', 'spiritualitate']"
Iasi,Ss. Theodore Church,Religion,4.8,2889,Mic,Rece,Relaxare,2,"['religios', 'spiritual', 'biserică', 'mănăstire', 'credință']"
Iasi,Biserica Vovidenia,Religion,4.2,2502,Mediu,Rece,City Break,1,"['religios', 'spiritual', 'biserică', 'mănăstire', 'credință']"
Iasi,Biserica Vulpe,Religion,3.7,1103,Mediu,Cald,Relaxare,2,"['religios', 'spiritual', 'biserică', 'mănăstire', 'credință']"
Iasi,"Armenian Church, Iași",Religion,4.4,225,Mic,Cald,Circuit,5,"['religios', 'spiritual', 'biserică', 'mănăstire', 'credință']"
Iasi,Biserica Filocalia,Religion,4.1,2921,Mic,Rece,Relaxare,2,"['religios', 'spiritual', 'biserică', 'mănăstire', 'credință']"
Iasi,Ruine zona Hala Centrală,Architecture,5.0,2252,Mediu,Oricând,City Break,1,"['arhitectură', 'design', 'clădiri', 'structuri', 'construcții']"
Iasi,Biserica Creștină după Evanghelie Nr. 2,Religion,3.6,995,Mediu,Oricând,Circuit,5,"['religios', 'spiritual', 'biserică', 'mănăstire', 'credință']"
Iasi,Vila Sonet - Muzeul Mihai Codreanu,Cultural,4.6,69,Mediu,Oricând,Circuit,5,"['cultură', 'arte', 'expoziție', 'festival', 'evenimente culturale', 'muzică', 'dans']"
