oras,denumire,latitudine,longitudine,categorie,rating_general,nr_recenzii,pret_categorie,sezon,tip_calatorie,durata_minima,cuvinte_cheie
Timisoara,Virgil Birou,45.75127029418945,21.222402572631836,Cultural,3.6,1704,Mediu,Cald,Relaxare,2,"['cultură', 'arte', 'expoziție', 'festival', 'evenimente culturale', 'muzică', 'dans']"
Timisoara,Carol Telbisz,45.75118637084961,21.22250747680664,Cultural,4.8,2165,Mediu,Oricând,City Break,1,"['cultură', 'arte', 'expoziție', 'festival', 'evenimente culturale', 'muzică', 'dans']"
Timisoara,Iancu de Hunedoara,45.751182556152344,21.2224178314209,Cultural,4.0,2477,Mic,Rece,Relaxare,2,"['cultură', 'arte', 'expoziție', 'festival', 'evenimente culturale', 'muzică', 'dans']"
Timisoara,Eva,45.75679016113281,21.22801399230957,Cultural,3.6,149,Mediu,Cald,Circuit,5,"['cultură', 'arte', 'expoziție', 'festival', 'evenimente culturale', 'muzică', 'dans']"
Timisoara,Romul Ladea,45.751258850097656,21.222145080566406,Cultural,3.6,1398,Mediu,Cald,Relaxare,2,"['cultură', 'arte', 'expoziție', 'festival', 'evenimente culturale', 'muzică', 'dans']"
Timisoara,Militärkapelle an der Piața 700,45.75701904296875,21.2238826751709,Religion,3.8,988,Mic,Rece,Relaxare,2,"['religios', 'spiritual', 'biserică', 'mănăstire', 'credință']"
Timisoara,Biserica Militară,45.75704574584961,21.22397232055664,Religion,4.6,508,Mic,Rece,Circuit,5,"['religios', 'spiritual', 'biserică', 'mănăstire', 'credință']"
Timisoara,Ioachim Miloia,45.75125503540039,21.222043991088867,Cultural,3.8,365,Mediu,Oricând,Relaxare,2,"['cultură', 'arte', 'expoziție', 'festival', 'evenimente culturale', 'muzică', 'dans']"
Timisoara,Deliu Petroiu,45.75116729736328,21.22215461730957,Cultural,3.8,871,Mic,Oricând,Circuit,5,"['cultură', 'arte', 'expoziție', 'festival', 'evenimente culturale', 'muzică', 'dans']"
Timisoara,"Urban site the Neighborhood ""Timisoara Fortress""",45.75638961791992,21.22916603088379,Historic architecture,4.7,1541,Mediu,Oricând,City Break,1,"['clădiri vechi', 'monumente istorice', 'istorie', 'patrimoniu']"
Timisoara,Timișoara Fortress,45.75638961791992,21.22916603088379,Fortifications,4.9,1077,Mic,Rece,City Break,1,"['fortificație', 'castel', 'cetate']"
Timisoara,Dositej Obradović,45.751251220703125,21.221946716308594,Cultural,3.9,2979,Mic,Cald,Circuit,5,"['cultură', 'arte', 'expoziție', 'festival', 'evenimente culturale', 'muzică', 'dans']"
Timisoara,Ion Românu,45.751163482666016,21.222055435180664,Cultural,4.9,2504,Mic,Oricând,Circuit,5,"['cultură', 'arte', 'expoziție', 'festival', 'evenimente culturale', 'muzică', 'dans']"
Timisoara,Corneliu Miklosi,45.751243591308594,21.221839904785156,Cultural,4.3,2798,Mic,Oricând,Relaxare,2,"['cultură', 'arte', 'expoziție', 'festival', 'evenimente culturale', 'muzică', 'dans']"
Timisoara,Pius Brînzeu,45.75115966796875,21.22195053100586,Cultural,3.6,2678,Mic,Rece,Circuit,5,"['cultură', 'arte', 'expoziție', 'festival', 'evenimente culturale', 'muzică', 'dans']"
Timisoara,Eduard Pamfil,45.75115203857422,21.22185516357422,Cultural,3.9,1569,Mic,Rece,City Break,1,"['cultură', 'arte', 'expoziție', 'festival', 'evenimente culturale', 'muzică', 'dans']"
Timisoara,Ormós Zsigmond,45.75123596191406,21.221654891967773,Cultural,4.1,764,Mediu,Rece,Relaxare,2,"['cultură', 'arte', 'expoziție', 'festival', 'evenimente culturale', 'muzică', 'dans']"
Timisoara,Grădina de vară Capitol,45.74995803833008,21.225994110107422,Cultural,3.5,2926,Mic,Cald,Circuit,5,"['cultură', 'arte', 'expoziție', 'festival', 'evenimente culturale', 'muzică', 'dans']"
Timisoara,Gheorghe Tohăneanu,45.75114440917969,21.221664428710938,Cultural,4.5,1476,Mic,Oricând,City Break,1,"['cultură', 'arte', 'expoziție', 'festival', 'evenimente culturale', 'muzică', 'dans']"
Timisoara,Carol Robert de Anjou,45.75122833251953,21.221548080444336,Cultural,3.6,1457,Mic,Cald,Relaxare,2,"['cultură', 'arte', 'expoziție', 'festival', 'evenimente culturale', 'muzică', 'dans']"
Timisoara,Cathedral Park,45.75016784667969,21.223604202270508,Urban environment,3.5,937,Mic,Cald,City Break,1,"['urban', 'oraș', 'străzi', 'viață urbană']"
Timisoara,Anghel Dumbrăveanu,45.751182556152344,21.22150421142578,Cultural,4.2,109,Mediu,Cald,Relaxare,2,"['cultură', 'arte', 'expoziție', 'festival', 'evenimente culturale', 'muzică', 'dans']"
Timisoara,Nicolae Boboc,45.75114059448242,21.221555709838867,Cultural,4.7,2982,Mic,Rece,Circuit,5,"['cultură', 'arte', 'expoziție', 'festival', 'evenimente culturale', 'muzică', 'dans']"
Timisoara,Roman-Catholic Episcopal Museum,45.75640106201172,21.229860305786133,Cultural,4.2,1428,Mediu,Oricând,Relaxare,2,"['cultură', 'arte', 'expoziție', 'festival', 'evenimente culturale', 'muzică', 'dans']"
Timisoara,"Civic Park, Timișoara",45.75388717651367,21.231388092041016,Gardens and parks,4.8,815,Gratuit,Rece,Relaxare,2,"['grădina', 'parc', 'natură', 'relaxare', 'plimbare']"
Timisoara,Stăvilarul Contragardei,45.756591796875,21.221744537353516,Historic,4.4,2601,Mediu,Oricând,Circuit,5,"['istoric', 'cultură', 'evenimente istorice', 'istorie']"
Iasi,Bust Costache Negri,47.166419982910156,27.59819793701172,Historic,3.8,1597,Mic,Rece,Circuit,5,"['istoric', 'cultură', 'evenimente istorice', 'istorie']"
Iasi,Biserica Sf. Dumitru Mișai,47.16617202758789,27.597890853881836,Religion,3.9,836,Mediu,Rece,City Break,1,"['religios', 'spiritual', 'biserică', 'mănăstire', 'credință']"
Iasi,Biserica Sfântul Dumitru-Misai,47.16617202758789,27.597837448120117,Religion,3.7,2660,Mic,Oricând,Circuit,5,"['religios', 'spiritual', 'biserică', 'mănăstire', 'credință']"
Iasi,Biserica Sf. Voievozi-Rosca,47.164859771728516,27.602067947387695,Religion,4.2,2343,Mediu,Cald,Circuit,5,"['religios', 'spiritual', 'biserică', 'mănăstire', 'credință']"
Iasi,Biserica Sf. Voievozi - Roșca,47.16490173339844,27.602176666259766,Religion,3.9,2924,Mediu,Cald,City Break,1,"['religios', 'spiritual', 'biserică', 'mănăstire', 'credință']"
Iasi,Casa Pictor Ofelia Hutul,47.16426086425781,27.601381301879883,Cultural,3.7,1308,Mic,Oricând,Circuit,5,"['cultură', 'arte', 'expoziție', 'festival', 'evenimente culturale', 'muzică', 'dans']"
Iasi,axa b.c.,47.16469955444336,27.604862213134766,View points,4.3,114,Mediu,Cald,Circuit,5,"['priveliște', 'panoramă', 'peisaj']"
Iasi,"White Church, Iași",47.16282653808594,27.595491409301758,Religion,3.7,1071,Mic,Cald,City Break,1,"['religios', 'spiritual', 'biserică', 'mănăstire', 'credință']"
Iasi,Biserica Sfântul Pantelimon,47.16518020629883,27.59309196472168,Religion,3.8,2102,Mic,Rece,City Break,1,"['religios', 'spiritual', 'biserică', 'mănăstire', 'credință']"
Iasi,Biserica,47.16279602050781,27.595491409301758,Religion,4.1,2162,Mediu,Rece,Relaxare,2,"['religios', 'spiritual', 'biserică', 'mănăstire', 'credință']"
Iasi,Jewish Community Museum,47.16347885131836,27.594301223754883,Cultural,4.0,2258,Mediu,Rece,Relaxare,2,"['cultură', 'arte', 'expoziție', 'festival', 'evenimente culturale', 'muzică', 'dans']"
Iasi,Casa de la cinci drumuri,47.16375732421875,27.593952178955078,Religion,4.4,604,Mediu,Rece,City Break,1,"['religios', 'spiritual', 'biserică', 'mănăstire', 'credință']"
Iasi,Sinagoga Merari,47.16388702392578,27.5936279296875,Religion,4.6,1146,Mic,Oricând,City Break,1,"['religios', 'spiritual', 'biserică', 'mănăstire', 'credință']"
Iasi,Nicoriță Church,47.16164779663086,27.60238265991211,Religion,3.7,1765,Mic,Rece,City Break,1,"['religios', 'spiritual', 'biserică', 'mănăstire', 'credință']"
Iasi,Victims of Iași Pogrom Monument,47.165435791015625,27.59233856201172,Historic,4.9,120,Mediu,Cald,Circuit,5,"['istoric', 'cultură', 'evenimente istorice', 'istorie']"
Iasi,Great Synagogue,47.16557312011719,27.591983795166016,Religion,4.6,270,Mediu,Cald,City Break,1,"['religios', 'spiritual', 'biserică', 'mănăstire', 'credință']"
Iasi,Cimitirul Eternitatea,47.16872024536133,27.60790252685547,Cemeteries,3.6,1110,Mic,Oricând,Circuit,5,"['cemetery', 'mormânt', 'istorie', 'cultură', 'spiritualitate']"
Iasi,Biserica Nouapostolică,47.16154861450195,27.59601402282715,Religion,3.7,1261,Mic,Cald,City Break,1,"['religios', 'spiritual', 'biserică', 'mănăstire', 'credință']"
Iasi,Eroi francezi,47.16615295410156,27.608808517456055,Historic,3.6,2861,Mediu,Rece,Circuit,5,"['istoric', 'cultură', 'evenimente istorice', 'istorie']"
Iasi,Bărboi Church,47.16279983520508,27.592979431152344,Religion,4.0,895,Mediu,Oricând,Circuit,5,"['religios', 'spiritual', 'biserică', 'mănăstire', 'credință']"
Iasi,Memorialul personalităților,47.164703369140625,27.608566284179688,Historic,5.0,1462,Mic,Cald,Circuit,5,"['istoric', 'cultură', 'evenimente istorice', 'istorie']"
Iasi,Biserica Curelari,47.166534423828125,27.59084129333496,Religion,4.3,1912,Mediu,Rece,City Break,1,"['religios', 'spiritual', 'biserică', 'mănăstire', 'credință']"
Iasi,Biserica Sfinții Apostoli Petru și Pavel,47.172908782958984,27.599824905395508,Religion,4.2,2049,Mic,Cald,Circuit,5,"['religios', 'spiritual', 'biserică', 'mănăstire', 'credință']"
Iasi,Biserica Sfântul Gheorghe (Eternitate),47.167877197265625,27.609073638916016,Religion,4.3,1266,Mic,Rece,Circuit,5,"['religios', 'spiritual', 'biserică', 'mănăstire', 'credință']"
Iasi,Casa Bașotă,47.1659049987793,27.59079360961914,Architecture,4.4,1347,Mediu,Oricând,City Break,1,"['arhitectură', 'design', 'clădiri', 'structuri', 'construcții']"
Iasi,Biserica,47.1609992980957,27.60470199584961,Religion,4.0,1570,Mediu,Cald,Relaxare,2,"['religios', 'spiritual', 'biserică', 'mănăstire', 'credință']"
Iasi,Biserica Penticostală Străjerul,47.16100311279297,27.60472297668457,Religion,4.6,1158,Mic,Rece,Circuit,5,"['religios', 'spiritual', 'biserică', 'mănăstire', 'credință']"
Iasi,Turn clopotniță,47.16316604614258,27.59173583984375,Architecture,3.6,1408,Mediu,Oricând,City Break,1,"['arhitectură', 'design', 'clădiri', 'structuri', 'construcții']"
Iasi,Capela Cimitirului Sfinții Apostoli Petru și Pavel,47.17333984375,27.599618911743164,Religion,3.5,1082,Mic,Oricând,City Break,1,"['religios', 'spiritual', 'biserică', 'mănăstire', 'credință']"
Iasi,Bust Memorial,47.163124084472656,27.5911922454834,Cultural,4.9,2859,Mic,Cald,Relaxare,2,"['cultură', 'arte', 'expoziție', 'festival', 'evenimente culturale', 'muzică', 'dans']"
Iasi,Muzeul Ion Creanga,47.16496276855469,27.58997917175293,Cultural,3.6,597,Mediu,Cald,Relaxare,2,"['cultură', 'arte', 'expoziție', 'festival', 'evenimente culturale', 'muzică', 'dans']"
Iasi,Biserica Zlataust,47.15966796875,27.59726333618164,Religion,4.3,1781,Mediu,Rece,City Break,1,"['religios', 'spiritual', 'biserică', 'mănăstire', 'credință']"
Iasi,Golia Monastery Collection,47.16484069824219,27.589401245117188,Religion,3.6,1826,Mediu,Oricând,City Break,1,"['religios', 'spiritual', 'biserică', 'mănăstire', 'credință']"
Iasi,Golia Monastery,47.16484451293945,27.589338302612305,Religion,3.8,1086,Mediu,Oricând,Relaxare,2,"['religios', 'spiritual', 'biserică', 'mănăstire', 'credință']"
Iasi,Muzeul Municipal Iași,47.15971374511719,27.595863342285156,Cultural,4.5,1815,Mic,Oricând,Relaxare,2,"['cultură', 'arte', 'expoziție', 'festival', 'evenimente culturale', 'muzică', 'dans']"
Iasi,"Monument of Grigorie Ghica III, Iași",47.15998840332031,27.594778060913086,Historic,4.8,457,Mediu,Cald,Circuit,5,"['istoric', 'cultură', 'evenimente istorice', 'istorie']"
Iasi,Turnul Goliei,47.164306640625,27.58940887451172,Architecture,4.5,2815,Mic,Oricând,City Break,1,"['arhitectură', 'design', 'clădiri', 'structuri', 'construcții']"
Iasi,Biserica Baptistă Buna Vestire,47.16838836669922,27.588951110839844,Religion,3.9,1934,Mediu,Cald,Circuit,5,"['religios', 'spiritual', 'biserică', 'mănăstire', 'credință']"
Iasi,Casa Memorială Otilia Cazimir,47.159053802490234,27.598278045654297,Museums,3.6,2074,Mediu,Oricând,City Break,1,"['muzeu', 'expoziție', 'artă', 'istorie', 'cultură']"
Iasi,"""Otilia Cazimir"" Museum",47.159053802490234,27.598278045654297,Cultural,4.8,2117,Mediu,Oricând,City Break,1,"['cultură', 'arte', 'expoziție', 'festival', 'evenimente culturale', 'muzică', 'dans']"
Iasi,Cimitirul militar german,47.16560745239258,27.611228942871094,Cemeteries,3.7,2292,Mediu,Rece,Circuit,5,"['cemetery', 'mormânt', 'istorie', 'cultură', 'spiritualitate']"
Iasi,Biserica Adormirea Maicii Domnului - Barnovschi,47.160335540771484,27.593412399291992,Religion,3.6,1699,Mediu,Rece,Circuit,5,"['religios', 'spiritual', 'biserică', 'mănăstire', 'credință']"
Iasi,Bustul Arhiepiscopului Kyprianos,47.162288665771484,27.590513229370117,Cultural,3.7,2085,Mediu,Oricând,City Break,1,"['cultură', 'arte', 'expoziție', 'festival', 'evenimente culturale', 'muzică', 'dans']"
Iasi,Biserica Sf. Vasile Tatarasi,47.159339904785156,27.60413932800293,Religion,3.9,1899,Mic,Cald,City Break,1,"['religios', 'spiritual', 'biserică', 'mănăstire', 'credință']"
Iasi,Sinagoga Cismarilor,47.15985107421875,27.594003677368164,Religion,4.2,1743,Mediu,Rece,City Break,1,"['religios', 'spiritual', 'biserică', 'mănăstire', 'credință']"
Iasi,Barnovschi Church,47.16004943847656,27.59311294555664,Religion,5.0,1863,Mediu,Rece,City Break,1,"['religios', 'spiritual', 'biserică', 'mănăstire', 'credință']"
Iasi,Cimitirul Sf. Petru și Pavel,47.174842834472656,27.601234436035156,Cemeteries,4.4,918,Mediu,Rece,Circuit,5,"['cemetery', 'mormânt', 'istorie', 'cultură', 'spiritualitate']"
Iasi,Ss. Theodore Church,47.16713333129883,27.58763885498047,Religion,3.5,2841,Mic,Rece,Relaxare,2,"['religios', 'spiritual', 'biserică', 'mănăstire', 'credință']"
Iasi,Biserica Vovidenia,47.16534423828125,27.587663650512695,Religion,3.8,1205,Mic,Rece,Circuit,5,"['religios', 'spiritual', 'biserică', 'mănăstire', 'credință']"
Iasi,Biserica Vulpe,47.169368743896484,27.58800506591797,Religion,4.6,2590,Mic,Rece,Relaxare,2,"['religios', 'spiritual', 'biserică', 'mănăstire', 'credință']"
Iasi,"Armenian Church, Iași",47.16246032714844,27.588985443115234,Religion,4.8,438,Mediu,Cald,Relaxare,2,"['religios', 'spiritual', 'biserică', 'mănăstire', 'credință']"
Iasi,Biserica Filocalia,47.158058166503906,27.5999813079834,Religion,4.1,117,Mic,Cald,Relaxare,2,"['religios', 'spiritual', 'biserică', 'mănăstire', 'credință']"
Iasi,Ruine zona Hala Centrală,47.16044616699219,27.591238021850586,Architecture,4.6,2418,Mic,Oricând,City Break,1,"['arhitectură', 'design', 'clădiri', 'structuri', 'construcții']"
Iasi,Biserica Creștină după Evanghelie Nr. 2,47.164772033691406,27.587627410888672,Religion,3.8,1328,Mediu,Cald,Circuit,5,"['religios', 'spiritual', 'biserică', 'mănăstire', 'credință']"
Iasi,Vila Sonet - Muzeul Mihai Codreanu,47.16771697998047,27.587087631225586,Cultural,4.0,1045,Mic,Cald,Relaxare,2,"['cultură', 'arte', 'expoziție', 'festival', 'evenimente culturale', 'muzică', 'dans']"
Iasi,"""Mihai Codreanu"" Museum",47.16777801513672,27.587099075317383,Cultural,4.1,519,Mediu,Cald,City Break,1,"['cultură', 'arte', 'expoziție', 'festival', 'evenimente culturale', 'muzică', 'dans']"
Iasi,Biserica Sfântul Ștefan,47.17201614379883,27.58940315246582,Religion,4.8,120,Mic,Cald,Circuit,5,"['religios', 'spiritual', 'biserică', 'mănăstire', 'credință']"
Iasi,"Saint Sabbas Church, Iași",47.161739349365234,27.588590621948242,Religion,3.6,59,Mic,Oricând,City Break,1,"['religios', 'spiritual', 'biserică', 'mănăstire', 'credință']"
Iasi,Biserica Betania,47.15850830078125,27.593299865722656,Religion,4.3,227,Mic,Cald,City Break,1,"['religios', 'spiritual', 'biserică', 'mănăstire', 'credință']"
Iasi,Sf. Nicolae - Ciurchi,47.15949630737305,27.6090145111084,Religion,3.6,1870,Mic,Cald,Relaxare,2,"['religios', 'spiritual', 'biserică', 'mănăstire', 'credință']"
Iasi,Casa Memorială „Mihai Codreanu”,47.1678581237793,27.58616065979004,Museums,4.4,323,Mediu,Oricând,City Break,1,"['muzeu', 'expoziție', 'artă', 'istorie', 'cultură']"
Iasi,Biserica Nașterea Domnului,47.163143157958984,27.586729049682617,Religion,3.7,889,Mediu,Oricând,Circuit,5,"['religios', 'spiritual', 'biserică', 'mănăstire', 'credință']"
Iasi,Biserica Sfinții Atanasie și Ciril,47.168800354003906,27.58572769165039,Religion,4.4,1287,Mediu,Oricând,Circuit,5,"['religios', 'spiritual', 'biserică', 'mănăstire', 'credință']"
Iasi,"Saint Lazarus Church, Iași",47.158653259277344,27.591352462768555,Religion,4.9,105,Mediu,Cald,City Break,1,"['religios', 'spiritual', 'biserică', 'mănăstire', 'credință']"
Iasi,Bustul Sergiu Celibidache,47.16422653198242,27.5855770111084,Historic,4.8,1761,Mediu,Oricând,Circuit,5,"['istoric', 'cultură', 'evenimente istorice', 'istorie']"
Iasi,Filarmonica Moldova,47.16437530517578,27.585350036621094,Theatres and entertainments,3.8,921,Mediu,Rece,Circuit,5,"['teatru', 'spectacol', 'muzică', 'dans', 'entertainment', 'divertisment']"
Iasi,Teatrul Luceafărul,47.158931732177734,27.589942932128906,Cultural,4.7,329,Mic,Rece,City Break,1,"['cultură', 'arte', 'expoziție', 'festival', 'evenimente culturale', 'muzică', 'dans']"
Iasi,Uzina cu teatru,47.1628303527832,27.585880279541016,Cultural,4.9,1940,Mediu,Rece,Relaxare,2,"['cultură', 'arte', 'expoziție', 'festival', 'evenimente culturale', 'muzică', 'dans']"
Iasi,Alecu Balș house in Iași,47.16436767578125,27.58504867553711,Historic architecture,4.0,889,Mic,Oricând,City Break,1,"['clădiri vechi', 'monumente istorice', 'istorie', 'patrimoniu']"
Iasi,Vasile Alecsandri National Theatre Iași,47.16344451904297,27.585420608520508,Cultural,4.6,1764,Mic,Oricând,City Break,1,"['cultură', 'arte', 'expoziție', 'festival', 'evenimente culturale', 'muzică', 'dans']"
Iasi,"Saint John the Baptist Church, Iași",47.16522979736328,27.584810256958008,Religion,4.8,2995,Mic,Cald,Circuit,5,"['religios', 'spiritual', 'biserică', 'mănăstire', 'credință']"
Iasi,"Romanian National Opera, Iași",47.16364288330078,27.585296630859375,Cultural,4.7,2733,Mic,Cald,Circuit,5,"['cultură', 'arte', 'expoziție', 'festival', 'evenimente culturale', 'muzică', 'dans']"
Iasi,Statuia Miron Costin,47.164207458496094,27.584779739379883,Historic,4.4,1638,Mic,Rece,Circuit,5,"['istoric', 'cultură', 'evenimente istorice', 'istorie']"
Iasi,Grigore T. Popa University of Medicine and Pharmacy,47.16836929321289,27.584449768066406,Architecture,3.7,1691,Mic,Oricând,City Break,1,"['arhitectură', 'design', 'clădiri', 'structuri', 'construcții']"
Iasi,Teatrul Cub,47.163780212402344,27.584806442260742,Cultural,4.8,347,Mic,Cald,City Break,1,"['cultură', 'arte', 'expoziție', 'festival', 'evenimente culturale', 'muzică', 'dans']"
Iasi,Museum of Natural History from Iași,47.16683578491211,27.58412742614746,Science museums,4.9,1740,Mic,Oricând,City Break,1,"['muzeu', 'expoziție', 'artă', 'istorie', 'cultură']"
Iasi,Natural History Museum of Iaşi,47.166839599609375,27.583965301513672,Museums,3.9,733,Mediu,Oricând,City Break,1,"['muzeu', 'expoziție', 'artă', 'istorie', 'cultură']"
Iasi,Flacăra eternă a eroilor,47.167354583740234,27.583818435668945,Historic,4.4,1271,Mediu,Oricând,Circuit,5,"['istoric', 'cultură', 'evenimente istorice', 'istorie']"
Iasi,Monumentul Unirii,47.167518615722656,27.583818435668945,Historic,4.5,2331,Mic,Rece,Circuit,5,"['istoric', 'cultură', 'evenimente istorice', 'istorie']"
Iasi,Statuia Vasile Alecsandri,47.16307067871094,27.58465003967285,Historic,4.3,121,Mediu,Cald,Circuit,5,"['istoric', 'cultură', 'evenimente istorice', 'istorie']"
Iasi,Monument Teatrul Evreiesc,47.16262435913086,27.584735870361328,Cultural,4.7,2396,Mic,Cald,City Break,1,"['cultură', 'arte', 'expoziție', 'festival', 'evenimente culturale', 'muzică', 'dans']"
Iasi,"Saint Charalambos Church, Iași",47.171329498291016,27.584556579589844,Religion,4.6,2594,Mediu,Cald,Circuit,5,"['religios', 'spiritual', 'biserică', 'mănăstire', 'credință']"
Iasi,Mănăstirea Sfântul Ilie din Iași,47.16597366333008,27.58310890197754,Religion,3.5,318,Mediu,Cald,City Break,1,"['religios', 'spiritual', 'biserică', 'mănăstire', 'credință']"
Constanta,Obelisc Monumentul Eroilor,44.18156051635742,28.634960174560547,Historic,4.1,1359,Mic,Oricând,Circuit,5,"['istoric', 'cultură', 'evenimente istorice', 'istorie']"
Constanta,Marius Butunoiu,44.1815071105957,28.6351375579834,Historic,3.8,1706,Mediu,Cald,Circuit,5,"['istoric', 'cultură', 'evenimente istorice', 'istorie']"
Constanta,Biserica Sfânta Treime,44.182125091552734,28.63401985168457,Religion,4.4,1599,Mediu,Oricând,Circuit,5,"['religios', 'spiritual', 'biserică', 'mănăstire', 'credință']"
Constanta,Statuia lui Andrei Șaguna,44.183570861816406,28.635194778442383,Cultural,3.8,1046,Mic,Oricând,Relaxare,2,"['cultură', 'arte', 'expoziție', 'festival', 'evenimente culturale', 'muzică', 'dans']"
Constanta,Sala Regatului a Martorilor lui Iehova,44.17816162109375,28.631067276000977,Religion,3.7,1600,Mediu,Oricând,City Break,1,"['religios', 'spiritual', 'biserică', 'mănăstire', 'credință']"
Constanta,Biserica Ortodoxă „Sf. Împărați Constantin și Elena”,44.18205642700195,28.63930892944336,Religion,4.4,1177,Mediu,Oricând,Circuit,5,"['religios', 'spiritual', 'biserică', 'mănăstire', 'credință']"
Constanta,Biserica Sfântul Nicolae,44.18540954589844,28.62761878967285,Religion,3.6,1583,Mic,Rece,Circuit,5,"['religios', 'spiritual', 'biserică', 'mănăstire', 'credință']"
Constanta,Cimitirul Central Constanța,44.175819396972656,28.627744674682617,Cemeteries,4.8,2971,Mediu,Cald,Relaxare,2,"['cemetery', 'mormânt', 'istorie', 'cultură', 'spiritualitate']"
Constanta,Hanul Balcan,44.17543029785156,28.641769409179688,Architecture,4.0,1308,Mic,Oricând,City Break,1,"['arhitectură', 'design', 'clădiri', 'structuri', 'construcții']"
Constanta,Constanța,44.17333221435547,28.638334274291992,Settlements,4.9,2955,Mic,Rece,Circuit,5,"['așezare', 'comunitate', 'village', 'oraș', 'istorie', 'cultura locală']"
Constanta,Cinema City,44.17333221435547,28.63833236694336,Cinemas,3.8,1366,Mediu,Cald,City Break,1,"['cinema', 'film', 'sală de cinema', 'evenimente cinematografice']"
Constanta,Cityplex,44.17333221435547,28.63833236694336,Cinemas,4.5,1103,Mediu,Rece,Circuit,5,"['cinema', 'film', 'sală de cinema', 'evenimente cinematografice']"
Constanta,Biserica Adventistă de ziua a șaptea,44.176902770996094,28.624361038208008,Religion,4.5,1466,Mic,Cald,Relaxare,2,"['religios', 'spiritual', 'biserică', 'mănăstire', 'credință']"
Constanta,Cinema Republica,44.17416763305664,28.642988204956055,Cinemas,3.6,2152,Mediu,Cald,Circuit,5,"['cinema', 'film', 'sală de cinema', 'evenimente cinematografice']"
Constanta,"Dormition of the Theotokos Church, Constanța",44.17924118041992,28.647441864013672,Religion,3.5,1650,Mic,Oricând,Circuit,5,"['religios', 'spiritual', 'biserică', 'mănăstire', 'credință']"
Constanta,Biserica Ortodoxă „Sfinții Arhangheli Mihail și Gavriil”,44.18806076049805,28.64313316345215,Religion,4.5,2612,Mediu,Cald,Circuit,5,"['religios', 'spiritual', 'biserică', 'mănăstire', 'credință']"
Constanta,Casa „Ion Bănescu”,44.18305587768555,28.64765739440918,Architecture,3.7,1965,Mic,Oricând,City Break,1,"['arhitectură', 'design', 'clădiri', 'structuri', 'construcții']"
Constanta,Cimitirul Israelit,44.173179626464844,28.625160217285156,Cemeteries,3.6,2633,Mediu,Oricând,City Break,1,"['cemetery', 'mormânt', 'istorie', 'cultură', 'spiritualitate']"
Constanta,Dumbrava Roșie,44.1873779296875,28.64481544494629,Religion,4.8,2484,Mic,Rece,City Break,1,"['religios', 'spiritual', 'biserică', 'mănăstire', 'credință']"
Constanta,The Disc Thrower,44.182106018066406,28.64899253845215,Cultural,4.9,1655,Mic,Oricând,Relaxare,2,"['cultură', 'arte', 'expoziție', 'festival', 'evenimente culturale', 'muzică', 'dans']"
Constanta,Centrul Creștin Casa Olarului,44.18052673339844,28.649396896362305,Religion,4.3,917,Mic,Oricând,City Break,1,"['religios', 'spiritual', 'biserică', 'mănăstire', 'credință']"
Constanta,Youth,44.181556701660156,28.649600982666016,Cultural,4.1,729,Mic,Rece,Circuit,5,"['cultură', 'arte', 'expoziție', 'festival', 'evenimente culturale', 'muzică', 'dans']"
Constanta,State Theatre Constanța,44.176658630371094,28.64858627319336,Cultural,4.7,2677,Mic,Oricând,Circuit,5,"['cultură', 'arte', 'expoziție', 'festival', 'evenimente culturale', 'muzică', 'dans']"
Constanta,Faun și nimfă,44.181278228759766,28.649972915649414,Cultural,4.2,1430,Mic,Oricând,Relaxare,2,"['cultură', 'arte', 'expoziție', 'festival', 'evenimente culturale', 'muzică', 'dans']"
Constanta,Cimitir Musulman,44.17384719848633,28.621675491333008,Cemeteries,3.9,969,Mediu,Cald,City Break,1,"['cemetery', 'mormânt', 'istorie', 'cultură', 'spiritualitate']"
Constanta,Fântâna Cinetică,44.16936492919922,28.636011123657227,Fountains,4.3,1744,Mediu,Oricând,City Break,1,"['fântână', 'apă', 'fontană', 'loc de relaxare', 'jocuri de apă']"
Constanta,Ecstasy,44.18100357055664,28.650304794311523,Cultural,3.7,1825,Mic,Oricând,Relaxare,2,"['cultură', 'arte', 'expoziție', 'festival', 'evenimente culturale', 'muzică', 'dans']"
Constanta,"Parohia Ortodoxa ""Buna Vestire""",44.188594818115234,28.622529983520508,Religion,3.6,2097,Mediu,Cald,Relaxare,2,"['religios', 'spiritual', 'biserică', 'mănăstire', 'credință']"
Constanta,Museum of the Romanian Navy,44.17474365234375,28.648134231567383,Cultural,3.9,1053,Mediu,Oricând,City Break,1,"['cultură', 'arte', 'expoziție', 'festival', 'evenimente culturale', 'muzică', 'dans']"
Constanta,Arenele Tomis,44.1768684387207,28.649696350097656,Cultural,4.0,1375,Mediu,Rece,Circuit,5,"['cultură', 'arte', 'expoziție', 'festival', 'evenimente culturale', 'muzică', 'dans']"
Constanta,National Opera and Ballet Theatre Oleg Danovski,44.181644439697266,28.65058135986328,Cultural,4.2,1625,Mic,Oricând,City Break,1,"['cultură', 'arte', 'expoziție', 'festival', 'evenimente culturale', 'muzică', 'dans']"
Constanta,Vapor Gară,44.16881561279297,28.633350372314453,Cultural,4.9,2547,Mic,Oricând,Circuit,5,"['cultură', 'arte', 'expoziție', 'festival', 'evenimente culturale', 'muzică', 'dans']"
